BookTitle,Author,clean_summary
American Psycho,Bret Easton Ellis,set in manhattan during the wall street boom of the late s american psycho is about the daily life of wealthy young investment banker patrick bateman bateman in his late s when the story begins narrates his everyday activities from his recreational life among the wall street elite of new york to his forays into murder by nightfall through present tense stream of consciousness narrative bateman describes his daily life ranging from a series of friday nights spent at nightclubs with his colleagues where they snort cocaine critique fellow club goers clothing trade fashion advice and question one another on proper etiquette to his loveless engagement to fellow yuppie evelyn and his contentious relationship with his brother and senile mother batemans stream of consciousness is occasionally broken up by chapters in which he directly addresses the reader in order to critique the work of s pop music artists the novel maintains a high level of ambiguity through mistaken identity and contradictions that introduce the possibility that bateman is an unreliable narrator characters are consistently introduced as people other than themselves and people argue over the identities of others they can see in restaurants or at parties whether any of the crimes depicted in the novel actually happened or whether they were simply the fantasies of a delusional psychotic is deliberately left open after killing paul owen one of his colleagues bateman appropriates his apartment as a place to kill and store more victims batemans control over his violent urges deteriorates his murders become increasingly sadistic and complex progressing from simple stabbings to drawn out sequences of torture rape mutilation cannibalism and necrophilia and the separation between his two lives begins to blur he introduces stories about serial killers into casual conversations and on several occasions openly confesses his murderous activities to his coworkers who never take him seriously do not hear what he says or misunderstand him completely for example hearing the words murders and executions as mergers and acquisitions bateman begins to experience bizarre hallucinations such as seeing a cheerio interviewed on a talk show being stalked by an anthropomorphic park bench and finding a bone in his dove bar these incidents culminate in a shooting spree during which he kills several random people in the street resulting in a swat team being dispatched in a helicopter bateman flees on foot and hides in his office where he phones his attorney harold carnes and confesses all his crimes to the answering machine later bateman confronts carnes about the message only to find carnes is amused at what he considers to be a good joke carnes tells bateman that he is too much of a coward to have committed such acts and claims that he had dinner in london with paul owen a few days before bateman revisits paul owens apartment where he had killed and mutilated two prostitutes bateman enters the perfectly clean refurbished apartment which shows no trace of decomposing bodies but is filled with strong smelling flowers as though meant to hide a bad odor he runs into a real estate agent showing the apartment to prospective buyers the real estate agent appears suspicious of bateman the book ends as it began with bateman and his colleagues in a club on a friday night engaging in banal conversation
Kalimantaan,C. S. Godshalk,in an english adventurer arrived on the northwest coast of borneo commissioned to deliver a letter of gratitude to the sultan of brunei for having safely returned the crew of a british merchantman lost on his coast it was a region full of headhunters pirate tribes and slave traders most europeans with the temerity to enter the region had never been heard from again this particular adventurer however seems to know how to play one power against another and manages to keep his balance in the midst of chaos after performing a service for the sultan resolving a local tribal conflict through the use of his schooners guns and leading an organized assault on a small native river fort he is named governor of sarawak subject to the sultan of brunei within a few years he has become the rajah of sarawak an independent state and established a dynasty that will last one hundred years godshalk has changed names and details while evoking a sense of the time place and atmosphere of the real events the real adventurer was james brooke ms godshalks is named gideon barr james brookes schooner was named the royalist gideon barrs is the carolina named after his mother james brooke was succeeded by his nephew charles johnson who took the last name brooke gideon barr is succeeded by his nephew richard hogg ms godshalk does not deal with the change of last name since her story focuses on gideons life and ends with his death although many of the events described actually took place one cannot simply change the names and read the novel as history james brookes mother died in two years after he became rajah gideons mother dies in borneo much earlier while he is in grade school in england providing him an emotional link to borneo james brooke did not have james brooke never married a european although there is evidence that he was married to a malay woman gideon barr marries an englishwoman to provide himself an air of permanence as rajah and we see much of the later portion of the story through amelia barrs eyes amelia barr is fictional but largely based on margaret brooke wife of the second rajah and her book my life in sarawak gideon also maintains a malayan mistress who provides a note of tragedy in the way her presence poisons gideon and amelias relationship on the other hand the pounds that brooke barr inherited at his fathers death which enabled him to acquire his schooner the massacre of the sons of the sultan of brunei the chinese insurrection of and the commission of inquiry in singapore all took place as described the inquiry in singapore was concerned with the battle of labuan in which brooke barr led british warships in a pre emptive strike against a pirate fleet breaking the power of the bugis for the next twenty years brooke barrs enemies attempted to use this against him by claiming he had used british naval power to slaughter innocent natives godshalk uses malay words extensively in the book while she provides a brief malay glossary as an appendix it does not cover all the words she uses enjoyment of kalimantaan will be enhanced if one knows the following malay words which are not in the glossary provided by the author class wikitable malay english abang elder brother adat tradition custom ajar to teach berani brani brave bold besar big great bulan moon month bujang bachelor buaya crocodile bulbul nightingale datin wife of a datu datu minister in traditional malay government dayang woman of high rank hantu antu ghost spirit hati liver as the seat of emotion typically translated heart ikan fish ikat tie knot jaga guard jalan street road kain cloth in the story it describes a cloth belt kaya wealthy rich kongsi association partnership kris stabbing dagger with flaming or wavy blade kuli unskilled laborer lalang a variety of long bladed grass lida tongue kecelakaan misfortune accident merah red mudah young junior orang person padang field padi ricefield pagi morning parang cutlass machete payung payong umbrella parasol pikul picul a unit of weight of nbsp lb nbsp kg to carry on ones shoulder puasa fast to abstain from eating rajput princeling diminutive of rajah sakit sick selamat hari literally good day typically the expression selamat siang good mid day is used selamat pagi good morning seluar trousers pants si generic honorific e g si tundo stengah half sudah already denotes past tense tahun year tanah earth soil tiba to arrive tuah old elder senior tuak toddy palm wine tuan lord used as an honorific as in tuan barr tunku overlord governor kampilan actually a filipino word designates a long native sword
Creatures of Light and Darkness,Roger Zelazny,the universe was once ruled by the god thoth who administered the different forces in the universe to keep things in balance in time he delegated this administration to his angels other god like beings who were each in charge of different stations or forces in the universe such stations included the house of the dead the house of life the house of fire and so on at some point thoth had awakened a dormant malevolent force on a distant planet this dark force called the thing that cries in the night is so powerful and malevolent that it nearly obliterated thoths wife and threatens to consume the galaxy thoth works to contain and destroy the creature and in so doing neglects his duties in maintaining the universe the angels become rebellious and use the power vacuum to fight amongst themselves for dominance thoths son set who through an anomaly in time is also his father fights the creature across a devastated planet just as set is about to destroy the creature he is attacked by the angel osiris who unleashes the hammer that smashes suns a powerful weapon that nearly kills set and the creature thoths brother typhon who was helping set in the battle vanishes without a trace and is presumed dead typhon appears as a black horse shadow without a horse to cast it he contains within himself something called skagganauk abyss which resembles a black hole not a term in common use at the time the thing that cries in the night survived the blast and so thoth who has meanwhile been utterly overthrown by his angels has no choice but to contain the dark force until he can find a way to destroy it he also revives the personality of his wife and keeps her safe on a special world known only to him where the seas are above the atmosphere not below them he also scatters sets weapons and armor across the universe for safe keeping in the event that set can ever be found having been overthrown he is now dubbed the prince who was a thousand by all in the universe some of the surviving angels either hide among the peoples of the universe as mysterious immortals but others osiris and anubis take over the house of life and the house of death respectively other stations are abandoned and osiris and anubis are the only two powers in the universe now osiris cultivates life where he can while anubis works to destroy it plenty and famine proliferation and plague overpopulation and annihilation alternate in the worlds of life between the two stations much to the detriment of those who inhabit them the geography of this universe contains several curious places the house of life ruled by osiris contains a room in which osiris has reduced various people in his past into furnishings these furnishings can speak or scream via wall mounted speakers a skull with brain for a paperweight an enemy whose nervous system is woven into a rug osiris enjoys jumping on the rug in the house of the dead numerous dead people of the six intelligent races lie on invisible catafalques until anubis requires them to go through the motions of pleasure eating drinking dancing making love without any real enjoyment anubis likes to watch he also stages fights between champions from the six races sometimes the victor gets a job and a name the planet blis is filled to bursting with people who are inexhaustibly fertile and do not know death the whole planet is covered with interlocking cities indeed one man agrees to commit suicide in front of an audience for money to be given to his family because most people on bliss have never seen a death he does so by self immolation after receiving the possibly proper death litany also called the agnostics prayer on fog shrouded ddonori warlords raid each others solely to capture prisoners who will be vivisected by the town scrier or augur by examining their entrails he predicts the future and answers questions on an unnamed planet the sea is above the atmosphere here the prince who was a thousand keeps nephthys his wife who was disembodied and cannot survive on a normal planet in a cave a dog worries a glove that has seen better centuries the three headed canine is apparently cerberus on another planet drug maddened spearmen protect and castrated priests worship a pair of old shoes
The Handmaid's Tale,Margaret Atwood,the handmaids tale is set in the near future in the republic of gilead a country formed within the borders of what was formerly the united states of america it was founded by a racist homophobic christian nativist theocratic organized military coup as an ideologically driven response to the pervasive ecological physical and social degradation of the country beginning with a staged terrorist attack blamed on islamic extremist terrorists that kills the president and most of congress a movement calling itself the sons of jacob launches a revolution and suspends the united states constitution under the pretext of restoring order taking advantage of electronic banking they were quickly able to freeze the assets of all women and other undesirables in the country stripping them of their rights the new theocratic military dictatorship styled the republic of gilead moved quickly to consolidate its power and reorganize society along a new militarized hierarchical compulsorily christian regime of old testament inspired social and religious orthodoxy among its newly created social classes in this society almost all women are forbidden to read the story is presented from the point of view of a woman called offred literally of fred however not a patronymic as some critics claim the character is one of a class of individuals kept as concubines handmaids for reproductive purposes by the ruling class in an era of declining births the book is told in the first person by offred who describes her life during her third assignment as a handmaid in this case to fred referred to as the commander if offred fails to become pregnant on this her third attempt she will be declared an unwoman and discarded interspersed in flashbacks are portions of her life from before and during the beginning of the revolution when she finds she has lost all autonomy to her husband through her failed attempt to escape with her husband and daughter to canada to her indoctrination into life as a handmaid through her eyes the structure of gileads society is described including the several different categories of women and their circumscribed lives in the new theocracy the commander is a high ranking official in gilead although he is only supposed to have sexual intercourse with offred during the period called the ceremony a ritual at which his wife is present he begins an illegal and ambiguous relationship with her exposing offred to many hidden or contraband aspects of the new society such as fashion magazines and cosmetics he takes her to a secret brothel run by the government and he furtively meets with her in his study where he allows her the contraband activity of reading the commanders wife also had secret interactions with offred she arranges for offred to secretly have sex with her driver nick in an effort to get her pregnant the commanders wife believes the commander to be sterile a subversive belief as official gilead policy is that only women can be sterile in exchange for offreds cooperation the commanders wife gives her news of her daughter whom offred has not seen since she and her family were captured trying to escape gilead after offreds initial meeting with nick they begin to rendezvous more frequently offred finds herself enjoying sex with nick despite her indoctrination and her memories of her husband and even goes as far as to divulge potentially dangerous information about her past through another handmaid ofglen offred learns of the mayday resistance an underground network with the intent of overthrowing gilead shortly after ofglens disappearance later discovered to be a suicide the commanders wife finds evidence of the relationship between offred and the commander and offred contemplates suicide as the novel concludes she is being taken away by men from the secret police known as the eyes in a large black van under orders from nick before she is taken away nick tells her that the men are part of the mayday resistance and that offred must trust him offred does not know if nick is truly a member of the mayday resistance or if he is a government agent posing as one and she does not know if going with the men will result in her escape or her capture she enters the van with a final thought on her uncertain future the novel concludes with a metafictional epilogue that explains that the events of the novel occurred shortly after the beginning of what is called the gilead period the epilogue itself is a transcription of a symposium on gileadean studies written some time in the distant future and according to the symposiums keynote speaker professor pieixoto he and a colleague professor knotly wade discovered offreds narrative recorded onto thirty cassette tapes they created a probable order for these tapes and transcribed them calling them collectively the handmaids tale the epilogue implies that following the collapse of the theocratic republic of gilead a more equal society re emerged with a return of the legal rights of women and also native americans it is further suggested that freedom of religion was also re established
My Left Foot,Christy Brown,brown begins his book by telling the reader about his early childhood when he was four months old browns mother was the first to notice that there was something wrong with his health he could not hold his head upright or control his body movements after seeking medical advice the familys worst fears were confirmed christy was physically handicapped and suffered from an incurable affliction called cerebral palsy his family besides his mother think hes an idiot they tell his mother to give up although the doctors did not believe in browns mental intelligence his mother did not lose faith in her son and supported him as a full member of the family a transforming moment occurs in the young boys life that proves him to be intelligent he discovers that he can control his left foot and toes at the age of five he snatches a piece of yellow chalk from his sister with his left foot he marks the letter a on the floor with his foot and the help of his mother he had wanted to make what he described as a wild sort of scribble with it on the slate it is from this incident that the book received its title in this moment brown had found a way to express himself since he could not speak like a healthy child throughout his childhood brown played with local children and with his siblings assisted by a small cart that he called henry as time went on he became more introverted as he began to realize that his handicap made him different from his family and friends and impeded his enjoyment of life through this struggle he discovered his creative and artistic talents becoming devoted to literature writing and painting he used his left foot to carry out these tasks at the age of brown went to lourdes in france here he met individuals whose handicaps were even worse than his for the first time in his life he begins to experience energy and hope he begins to accept himself as the person he is and do the best with what he has he starts a new treatment for cerebral palsy which led to the improvement of his speech and physical condition in his teenage years he met the irish doctor robert collis collis had established a clinic for cerebral palsy patients and brown was his very first patient at this clinic collis was also a noted author so he provided supervision of browns writing this included two first drafts of this book and its final version the autobiography makes reference to its own creation the final pages tell of collis reading the first chapter of the book to the audience at a fundraising event the chapter was warmly received by those in attendance
The Pearl,Gregory McElwain,kino a young strong poor pearl diver lives in a small town la paz with his wife juana and his baby son coyotito when the baby coyotito is stung by a scorpion kino must find a way to pay the town doctor so he will cure him shortly thereafter kino discovers an enormous pearl while out diving with juana and he is ready to sell it for money to pay the doctor sadly other forces work against kino nearly as soon as he returns from sea the whole town knows of the pearl everyone calls it the pearl of the world and many people begin to crave it that very night kino is attacked in his own home determined to get rid of the pearl the following morning he takes it to the pearl buyers in town nevertheless the pearl buyers all collude and refuse to pay him what he wants so he decides to go to the capital city over the mountains to find a better price however juana seeing that the pearl brings darkness and greed sneaks out of the house late at night to throw it back into the ocean when kino catches her furious he attacks her and leaves her on the beach returning to the house with the pearl kino is attacked by an unknown man whom he stabs and kills the pearl is dropped and hidden from view he thinks the men have taken the pearl but juana shows him that she has found it when they go back to the town they find their home has been set on fire kino and juana spend the day hiding in the house of kinos brother juan tom s and his wife and gathering provisions for their trip to the capital city only there can they hope to sell the pearl for a decent price and finally help coyotito with the scorpion sting kino juana and coyotito leave in the dark of the night after a brief rest in the morning kino spots trackers who are following them well aware that they will be unable to hide from the trackers they begin hiking into the mountains they find a cave near a natural water hole where the exhausted family hides and waits for the trackers to catch up to them the trackers find the water hole and decided to rest there for the night kino realizes that he must get rid of the trackers if they are to survive the trip to the capital hes getting ready to attack when the men hear a cry like a babys though they decide its more like a coyote with a litter one of the men fires his rifle in the direction of the crying where juana and coyotito lie kino tackles the man down takes the gun and kills all of the trackers kino then realizes that something is wrong he climbs back up to the cave to discover that the mans shot had killed coyotito kino and juana then return to la paz mourning no longer wanting the pearl with coyotitos dead body kino throws the pearl back into the ocean and it then sinks to the bottom of the sea
Barchester Towers,Anthony Trollope,barchester towers concerns the leading clergy of the imaginary cathedral city of barchester the much loved bishop having died all expectations are that his son archdeacon grantly will succeed him instead owing to the passage of the power of patronage to a new prime minister a newcomer the far more evangelical bishop proudie gains the see his wife mrs proudie exercises an undue influence over the new bishop making herself as well as the bishop unpopular with most of the clergy of the diocese her interference to veto the reappointment of the universally popular mr septimus harding protagonist of trollopes earlier novel the warden as warden of hirams hospital is not well received even though she gives the position to a needy clergyman mr quiverful with children to support even less popular than mrs proudie is the bishops newly appointed chaplain the hypocritical and sycophantic mr obadiah slope who decides it would be expedient to marry hardings wealthy widowed daughter eleanor bold and hopes to win her favour by interfering in the controversy over the wardenship the bishop or rather mr slope under the orders of mrs proudie also orders the return of the prebendary dr vesey stanhope from italy dr stanhope has been there recovering from a sore throat for years and has spent his time catching butterflies with him to the cathedral close come his wife and his three adult children the younger of dr stanhopes two daughters causes consternation in the palace and threatens the plans of mr slope signora madeline vesey neroni is a crippled serial flirt with a young daughter and a mysterious italian husband whom she has left mrs proudie is appalled by her and considers her an unsafe influence on her daughters her servants and mr slope mr slope is drawn like a moth to a flame and cannot keep away dr stanhopes son bertie is skilled at spending money but not at making it his two sisters think marriage to rich eleanor bold will provide financial security for him summoned by archdeacon grantly to assist in the war against the proudies and mr slope is the brilliant reverend francis arabin mr arabin is a considerable scholar fellow of lazarus college at oxford who nearly followed his mentor john henry newman into the roman catholic church a massive misunderstanding occurs between eleanor and her father brother in law sister and mr arabin they all believe she intends to marry the oily chaplain mr slope mr arabin is attracted to eleanor but the efforts of grantly and his wife to stop her marrying slope also interfere with any relationship that might develop at the ullathorne garden party of the thornes matters come to a head mr slope proposes to mrs bold and is slapped for his presumption bertie goes through the motions of a proposal to eleanor and is refused with good grace and the signora has a chat with mr arabin mr slopes double dealings are now revealed and he is dismissed by mrs proudie and the signora the signora drops a delicate word in several ears and with the removal of their misunderstanding mr arabin and eleanor become engaged the old dean of the cathedral having died mr slope campaigns to become dean but mr harding is offered the preferment with a beautiful house in the close and of garden however mr harding considers himself unsuitable and with the help of the archdeacon arranges that mr arabin be made dean with the stanhopes return to italy life in the cathedral close returns to its previous quiet and settled ways and mr harding continues his life of gentleness and music
Our Man in Havana,Graham Greene,the novel a black comedy is set in havana during the fulgencio batista regime james wormold a vacuum cleaner retailer is approached by hawthorne who offers him work for the british secret service wormolds wife had divorced him and now he lives with his sixteen year old beautiful and devoutly catholic daughter milly since wormold does not make enough money to pay millys extravagances he accepts the offer because he has no information to send to london wormold fakes his reports using information found in newspapers and invents a fictitious network of agents some of the names in his network are those of real people most of whom he has never met and some are made up wormold only tells his friend and world war i veteran dr hasselbacher about his spy work hiding the truth from milly at one point he decides to make his reports exciting and sends to london sketches of vacuum cleaner parts telling them that those are sketches of a secret military installation in the mountains in london nobody except hawthorne who alone knows wormold sells vacuum cleaners doubts this report but hawthorne does not report his doubts for fear of losing his job in the light of the new developments london sends wormold a secretary beatrice severn and a radio assistant codenamed c with much spy paraphernalia on arriving beatrice tells wormold she has orders to take over his contacts her first request is to contact the pilot ra l under pressure wormold develops an elaborate plan for his fictitious agent ra l and then coincidentally a real person with the same name is killed in a car accident from this point wormolds manufactured universe overlaps with reality with threats made to his contacts together beatrice who doesnt realise the contacts are imaginary and wormold try to save the real people who share names with his fictional agents meanwhile london passes on the information that an unspecified enemy intends to poison wormold at a trade association luncheon where wormold is the speaker it would seem that his information has worried local operatives who now seek to remove him london is pleased by this as it validates his work wormold goes to the function and sees dr hasselbacher who loudly warns him of the threat wormold continues to dinner where he refuses the meal offered and eats a second one across the table sits a fellow vacuum cleaner salesman a man hed met earlier called carter who offers him whiskey suspicious wormold knocks over the glass which is then drunk by a stray dog which soon dies in retaliation for the failure carter kills dr hasselbacher at the club bar captain segura a military strongman who is in love with milly and intends to marry her has a list of all of the spies in havana a list that wormold would like to send to london to partially redeem his employment he tells segura that hes going to his house to discuss seguras plans about milly once there wormold proposes they play a game of draughts using miniature bottles of scotch and bourbon as the game pieces where each piece taken has to be drunk at once eventually segura who is the much better player ends up drunk and falls asleep wormold takes his gun and photographs the list using a microdot camera to avenge the murder of dr hasselbacher wormold follows carter to a local brothel and kills him with seguras pistol wormold sends the agent list as a microdot photograph on a postage stamp to london but it proves blank when processed wormold confesses everything to beatrice who reports him to london they are summoned back to headquarters where beatrice is posted to jakarta and wormolds situation is considered despite the deception some of his information is valuable and he needs to be silenced from speaking to the press so they offer wormold a teaching post at headquarters and recommend him for an obe afterwards beatrice comes to wormolds hotel and they decide to marry milly is surprisingly accepting of their decision and is to go to a swiss finishing school paid for by wormolds scam earnings
East Wind: West Wind,Pearl S. Buck,kwei lan is put into an arranged marriage but her husband is not what she expects they do not live in her parents courts which was expected in china then he is a medical doctor and does not seem to take interest in her until after she asks him to unbind her feet after they bond they have a son together kwei lan has an older brother who has been living in united states for a few years he has a friend write back to his family that he has married an american woman his parents have already selected a chinese woman for him to marry when he returns to china kwei lans brother and his wife mary go to china to see if they can convince his family to accept her the family will not accept her and tell him to give her money and send her back to america kwei lans brother has not fulfilled his duty in his parents eyes and soon his wife mary is pregnant with their first child the climax is when kwei lans mother dies and the family tells him that if he does not send mary back to america and marry his betrothed then he will be disinherited he refuses leaves his familys courts for good and live in an apartment near to kwei lans house the baby is born and ties together his parents hearts and two cultures pt east wind west wind
Treasure Island,Robert Louis Stevenson,the novel is divided into parts and chapters jim hawkins is the narrator of all except for chapters which are narrated by doctor livesey the novel opens in the seaside village of black hill cove in south west england to stevenson in his letters and in the related fictional play admiral guinea near barnstaple devon in the mid th century the narrator james jim hawkins is the young son of the owners of the admiral benbow inn an old drunken seaman named billy bones becomes a long term lodger at the inn only paying for about the first week of his stay jim quickly realizes that bones is in hiding and that he particularly dreads meeting an unidentified seafaring man with one leg some months later bones is visited by a mysterious sailor named black dog their meeting turns violent black dog flees and bones suffers a stroke while jim cares for him bones confesses that he was once the mate of the late notorious pirate captain flint and that his old crewmates want bones sea chest some time later another of bones crew mates a blind man named pew appears at the inn and forces jim to lead him to bones pew gives bones a paper after pew leaves bones opens the paper to discover it is marked with the black spot a pirate summons with the warning that he has until ten oclock to meet their demands bones drops dead of apoplexy in this context a stroke on the spot jim and his mother open bones sea chest to collect the amount due to them for bones room and board but before they can count out the money that they are owed they hear pirates approaching the inn and are forced to flee and hide jim taking with him a mysterious oilskin packet from the chest the pirates led by pew find the sea chest and the money but are frustrated that there is no sign of flints fist customs men approach and the pirates escape to their vessel all except for pew who is accidentally run down and killed by the agents horses p pew made another dash now utterly bewildered right under the nearest of the coming horses the rider tried to save him but in vain down went pew with a cry that rang high into the night and the four hoofs trampled and spurned him and passed by he fell on his side then gently collapsed upon his face and moved no more stevenson r l jim takes the mysterious oilskin packet to dr livesey as he is a gentleman and a magistrate and he squire trelawney and jim hawkins examine it together finding it contains a logbook detailing the treasure looted during captain flint s career and a detailed map of an island with the location of flint s treasure marked on it squire trelawney immediately plans to commission a sailing vessel to hunt for the treasure with the help of dr livesey and jim livesey warns trelawney to be silent about their objective going to bristol docks trelawney buys a schooner named the hispaniola hires a captain alexander smollett to command her and retains long john silver a former sea cook and now the owner of the dock side spy glass tavern to run the galley silver helps trelawney to hire the rest of his crew when jim arrives in bristol and visits silver at the spy glass his suspicions are aroused silver is missing a leg like the man bones warned jim about and black dog is sitting in the tavern black dog runs away at the sight of jim and silver denies all knowledge of the fugitive so convincingly that he wins jim s trust despite captain smollett s misgivings about the mission and silver s hand picked crew the hispaniola sets sail for the caribbean as they near their destination jim crawls into the ship s near empty apple barrel to get an apple while inside he overhears silver talking secretly with some of the crewmen silver admits that he was captain flint s quartermaster that several others of the crew were also once flint s men and that he is recruiting more men from the crew to his own side after flint s treasure is recovered silver intends to murder the hispaniolas officers and keep the loot for himself and his men when the pirates have returned to their berths jim warns smollett trelawney and livesey of the impending mutiny on reaching treasure island the majority of silvers men go ashore immediately although jim is not yet aware of this silvers men have demanded they seize the treasure immediately discarding silvers own more careful plan to postpone any open mutiny or violence until after the treasure is safely aboard jim lands with silvers men but runs away from them almost as soon as he is ashore hiding in the woods jim sees silver murder tom a crewman loyal to smollett running for his life he encounters ben gunn another ex crewman of flints who has been marooned for three years on the island but who treats jim kindly meanwhile trelawney livesey and their loyal crewmen surprise and overpower the few pirates left aboard the hispaniola they row ashore and move into an abandoned fortified stockade where they are joined by jim hawkins who has left ben gunn behind silver approaches under a flag of truce and tries to negotiate smolletts surrender smollett rebuffs him utterly and silver flies into a rage promising to attack the stockade them that diell be the lucky ones he famously threatens as he storms off the pirates assault the stockade but in a furious battle with losses on both sides they are driven off during the night jim sneaks out takes ben gunns coracle and approaches the hispaniola under cover of darkness he cuts the ships anchor cable setting her adrift and out of reach of the pirates on shore after daybreak he manages to approach the schooner and board her of the two pirates left aboard only one is still alive the coxswain israel hands who has murdered his comrade in a drunken brawl and been badly wounded in the process hands agrees to help jim helm the ship to a safe beach in exchange for medical treatment and brandy but once the ship is approaching the beach hands tries to murder jim jim escapes by climbing the rigging and when hands tries to skewer him with a thrown dagger jim reflexively shoots hands dead having beached the hispaniola securely jim returns to the stockade under cover of night and sneaks back inside because of the darkness he does not realize until too late that the stockade is now occupied by the pirates and he is captured silver whose always shaky command has become more tenuous than ever seizes on jim as a hostage refusing his mens demands to kill him or torture him for information silvers rivals in the pirate crew led by george merry give silver the black spot and move to depose him as captain silver answers his opponents eloquently rebuking them for defacing a page from the bible to create the black spot and revealing that he has obtained the treasure map from dr livesey thus restoring the crews confidence the following day the pirates search for the treasure they are shadowed by ben gunn who makes ghostly sounds to dissuade them from continuing but silver forges ahead and locates where flints treasure is buried the pirates discover that the cache has been rifled and the treasure is gone the enraged pirates turn on silver and jim but ben gunn dr livesey and abraham gray attack the pirates killing two and dispersing the rest silver surrenders to dr livesey promising to return to his duty they go to ben gunns cave where gunn has had the treasure hidden for some months the treasure is divided amongst trelawney and his loyal men including jim and ben gunn and they return to england leaving the surviving pirates marooned on the island silver through the help of the fearful ben gunn escapes with a small part of the treasure three or four hundred guineas remembering silver jim reflects that i dare say he met his old negress wife and perhaps still lives in comfort with her and captain flint his parrot it is to be hoped so i suppose for his chances of comfort in another world are very small
Seven Brothers,Aleksis Kivi,at first the brothers are not a particularly peaceful lot and end up quarreling with the local constable jury vicar churchwarden and teachers not to mention their neighbours in toukola village no wonder young girls mothers do not regard them as good suitors when they are required to learn to read before they can accept church confirmation and therefore official adulthood and marry they escape eventually they end up moving to distant impivaara in the middle of relative wilderness but their first efforts are shoddy one christmas eve they end up burning down their new house next spring they try again and manage to kill a hostile herd of bulls ten years of clearing forest for fields hard work and hard drinking and simeoni s delirium tremens eventually make them change their ways they learn to read on their own and eventually return to jukola in the end most of them become pillars of the community and family men still the tone of the tale is not particularly moralistic
Steppenwolf,Hermann Hesse,the book is presented as a manuscript by its protagonist a middle aged man named harry haller who leaves it to a chance acquaintance the nephew of his landlady the acquaintance adds a short preface of his own and then has the manuscript published the title of this real book in the book is harry hallers records for madmen only as it begins the hero is beset by reflections on his being ill suited for the world of everyday regular people specifically for frivolous bourgeois society in his aimless wanderings about the city he encounters a person carrying an advertisement for a magic theatre who gives him a small book treatise on the steppenwolf this treatise cited in full in the novels text as harry reads it addresses harry by name and strikes him as describing himself uncannily it is a discourse of a man who believes himself to be of two natures one high the spiritual nature of man while the other is low animalistic a wolf of the steppes this man is entangled in an irresolvable struggle never content with either nature because he cannot see beyond this self made concept the pamphlet gives an explanation of the multifaceted and indefinable nature of every mans soul which harry is either unable or unwilling to recognize it also discusses his suicidal intentions describing him as one of the suicides people who deep down knew they would take their own life one day but to counter that it hails his potential to be great to be one of the immortals the next day harry meets a former academic friend with whom he had often discussed oriental mythology and who invites harry to his home while there harry is disgusted by the nationalistic mentality of his friend who inadvertently criticizes a column harry wrote in turn harry offends the man and his wife by criticizing the wifes picture of goethe which harry feels is too thickly sentimental and insulting to goethes true brilliance this episode confirms to harry that he is and will always be a stranger to his society trying to postpone returning home where he has planned suicide harry walks aimlessly around the town for most of the night finally stopping to rest at a dance hall where he happens on a young woman hermine who quickly recognizes his desperation they talk at length hermine alternately mocks harrys self pity and indulges him in his explanations regarding his view of life to his astonished relief hermine promises a second meeting and provides harry with a reason to live or at least a substantial excuse to continue living that he eagerly embraces during the next few weeks hermine introduces harry to the indulgences of what he calls the bourgeois she teaches harry to dance introduces him to casual drug use finds him a lover maria and more importantly forces him to accept these as legitimate and worthy aspects of a full life hermine also introduces harry to a mysterious saxophonist named pablo who appears to be the very opposite of what harry considers a serious thoughtful man after attending a lavish masquerade ball pablo brings harry to his metaphorical magic theatre where concerns and notions that plagued his soul disintegrate while he interacts with the ethereal and phantasmal the magic theatre is a place where he experiences the fantasies that exist in his mind they are described as a long horseshoe shaped corridor that is a mirror on one side and a great many doors on the other then harry enters five of these labeled doors each of which symbolizes a fraction of his life
